lottoDateTh,lottoDateEn,drawNumber,drawType
25480901,20050901,969,4
25480901,20050901,047,5
25480901,20050901,17,6
25480916,20050916,0214768,1
25480916,20050916,498,2
25480916,20050916,282,3
25480916,20050916,124,4
25480916,20050916,057,5
25480916,20050916,10,6
25481001,20051001,0766482,1
25481001,20051001,766,2
25481001,20051001,551,3
25481001,20051001,792,4
25481001,20051001,275,5
25481001,20051001,24,6
25481016,20051016,0041072,1
25481016,20051016,346,2
25481016,20051016,913,3
25481016,20051016,410,4
25481016,20051016,269,5
25481016,20051016,71,6
25481101,20051101,0970577,1
25481101,20051101,171,2
25481101,20051101,375,3
25481101,20051101,009,4
25481101,20051101,216,5
25481101,20051101,98,6
25481116,20051116,0742518,1
25481116,20051116,502,2
25481116,20051116,741,3
25481116,20051116,887,4
25481116,20051116,137,5
25481116,20051116,80,6
25481201,20051201,0388551,1
25481201,20051201,072,2
25481201,20051201,764,3
25481201,20051201,027,4
25481201,20051201,770,5
25481201,20051201,17,6
25481216,20051216,0449565,1
25481216,20051216,802,2
25481216,20051216,162,3
25481216,20051216,958,4
25481216,20051216,994,5
25481216,20051216,86,6
25481230,20051230,0492955,1
25481230,20051230,066,2
25481230,20051230,308,3
25481230,20051230,742,4
25481230,20051230,150,5
25481230,20051230,94,6
25490116,20060116,0432747,1
25490116,20060116,222,2
25490116,20060116,789,3
25490116,20060116,965,4
25490116,20060116,200,5
25490116,20060116,79,6
25490201,20060201,0412729,1
25490201,20060201,915,2
25490201,20060201,720,3
25490201,20060201,149,4
25490201,20060201,384,5
25490201,20060201,87,6
25490216,20060216,0317009,1
25490216,20060216,784,2
25490216,20060216,240,3
25490216,20060216,135,4
25490216,20060216,280,5
25490216,20060216,66,6
25490301,20060301,0582473,1
25490301,20060301,586,2
25490301,20060301,801,3
25490301,20060301,108,4
25490301,20060301,914,5
25490301,20060301,43,6
25490316,20060316,0936177,1
25490316,20060316,486,2
25490316,20060316,185,3
25490316,20060316,205,4
25490316,20060316,320,5
25490316,20060316,30,6
25490401,20060401,0738365,1
25490401,20060401,064,2
25490401,20060401,955,3
25490401,20060401,301,4
25490401,20060401,522,5
25490401,20060401,95,6
25490416,20060416,0038564,1
25490416,20060416,210,2
25490416,20060416,442,3
25490416,20060416,769,4
25490416,20060416,877,5
25490416,20060416,49,6
25490502,20060502,0024554,1
25490502,20060502,006,2
25490502,20060502,438,3
25490502,20060502,082,4
25490502,20060502,117,5
25490502,20060502,27,6
25490516,20060516,0100344,1
25490516,20060516,386,2
25490516,20060516,463,3
25490516,20060516,811,4
25490516,20060516,696,5
25490516,20060516,71,6
25490601,20060601,0810850,1
25490601,20060601,526,2
25490601,20060601,149,3
25490601,20060601,382,4
25490601,20060601,664,5
25490601,20060601,99,6
25490616,20060616,0100935,1
25490616,20060616,381,2
25490616,20060616,410,3
25490616,20060616,595,4
25490616,20060616,250,5
25490616,20060616,17,6
25490701,20060701,0952890,1
25490701,20060701,126,2
25490701,20060701,183,3
25490701,20060701,017,4
25490701,20060701,839,5
25490701,20060701,65,6
25490716,20060716,0512434,1
25490716,20060716,989,2
25490716,20060716,098,3
25490716,20060716,518,4
25490716,20060716,432,5
25490716,20060716,48,6
25490801,20060801,0238654,1
25490801,20060801,847,2
25490801,20060801,005,3
25490801,20060801,817,4
25490801,20060801,487,5
25490801,20060801,88,6
25490816,20060816,0977486,1
25490816,20060816,221,2
25490816,20060816,305,3
25490816,20060816,230,4
25490816,20060816,103,5
25490816,20060816,91,6
25490901,20060901,0381761,1
25490901,20060901,600,2
25490901,20060901,693,3
25490901,20060901,093,4
25490901,20060901,626,5
25490901,20060901,44,6
25490916,20060916,0217948,1
25490916,20060916,916,2
25490916,20060916,290,3
25490916,20060916,864,4
25490916,20060916,121,5
25490916,20060916,41,6
25491001,20061001,0952335,1
25491001,20061001,007,2
25491001,20061001,804,3
25491001,20061001,879,4
25491001,20061001,951,5
25491001,20061001,92,6
25491016,20061016,0264825,1
25491016,20061016,903,2
25491016,20061016,092,3
25491016,20061016,358,4
25491016,20061016,832,5
25491016,20061016,58,6
25491101,20061101,0910957,1
25491101,20061101,647,2
25491101,20061101,739,3
25491101,20061101,137,4
25491101,20061101,905,5
25491101,20061101,29,6
25491116,20061116,0562856,1
25491116,20061116,508,2
25491116,20061116,307,3
25491116,20061116,680,4
25491116,20061116,347,5
25491116,20061116,94,6
25491201,20061201,0270052,1
25491201,20061201,621,2
25491201,20061201,462,3
25491201,20061201,091,4
25491201,20061201,236,5
25491201,20061201,12,6
25491216,20061216,0147977,1
25491216,20061216,439,2
25491216,20061216,694,3
25491216,20061216,647,4
25491216,20061216,197,5
25491216,20061216,45,6
25491230,20061230,0778584,1
25491230,20061230,811,2
25491230,20061230,403,3
25491230,20061230,164,4
25491230,20061230,971,5
25491230,20061230,07,6
25500116,20070116,0838739,1
25500116,20070116,293,2
25500116,20070116,263,3
25500116,20070116,845,4
25500116,20070116,803,5
25500116,20070116,55,6
25500201,20070201,0769925,1
25500201,20070201,893,2
25500201,20070201,239,3
25500201,20070201,287,4
25500201,20070201,865,5
25500201,20070201,56,6
25500216,20070216,0277859,1
25500216,20070216,625,2
25500216,20070216,607,3
25500216,20070216,979,4
25500216,20070216,384,5
25500216,20070216,95,6
25500301,20070301,0742425,1
25500301,20070301,949,2
25500301,20070301,294,3
25500301,20070301,942,4
25500301,20070301,801,5
25500301,20070301,61,6
25500316,20070316,0876763,1
25500316,20070316,191,2
25500316,20070316,001,3
25500316,20070316,906,4
25500316,20070316,350,5
25500316,20070316,85,6
25500401,20070401,0622780,1
25500401,20070401,677,2
25500401,20070401,794,3
25500401,20070401,814,4
25500401,20070401,022,5
25500401,20070401,93,6
25500416,20070416,0405105,1
25500416,20070416,013,2
25500416,20070416,987,3
25500416,20070416,866,4
25500416,20070416,522,5
25500416,20070416,63,6
25500502,20070502,0430374,1
25500502,20070502,553,2
25500502,20070502,442,3
25500502,20070502,881,4
25500502,20070502,729,5
25500502,20070502,81,6
25500516,20070516,0232897,1
25500516,20070516,924,2
25500516,20070516,858,3
25500516,20070516,751,4
25500516,20070516,585,5
25500516,20070516,25,6
25500601,20070601,0836393,1
25500601,20070601,739,2
25500601,20070601,242,3
25500601,20070601,523,4
25500601,20070601,433,5
25500601,20070601,05,6
25500616,20070616,0393194,1
25500616,20070616,989,2
25500616,20070616,907,3
25500616,20070616,424,4
25500616,20070616,589,5
25500616,20070616,41,6
25500701,20070701,0565151,1
25500701,20070701,146,2
25500701,20070701,287,3
25500701,20070701,638,4
25500701,20070701,949,5
25500701,20070701,76,6
25500716,20070716,0527384,1
25500716,20070716,105,2
25500716,20070716,183,3
25500716,20070716,334,4
25500716,20070716,947,5
25500716,20070716,77,6
25500801,20070801,0429924,1
25500801,20070801,006,2
25500801,20070801,048,3
25500801,20070801,885,4
25500801,20070801,962,5
25500801,20070801,29,6
25500816,20070816,0476207,1
25500816,20070816,234,2
25500816,20070816,236,3
25500816,20070816,312,4
25500816,20070816,424,5
25500816,20070816,93,6
25500901,20070901,0331810,1
25500901,20070901,293,2
25500901,20070901,505,3
25500901,20070901,518,4
25500901,20070901,520,5
25500901,20070901,69,6
25500916,20070916,0499336,1
25500916,20070916,247,2
25500916,20070916,273,3
25500916,20070916,604,4
25500916,20070916,608,5
25500916,20070916,45,6
25501001,20071001,0430667,1
25501001,20071001,090,2
25501001,20071001,104,3
25501001,20071001,126,4
25501001,20071001,667,5
25501001,20071001,76,6
25501016,20071016,0032988,1
25501016,20071016,158,2
25501016,20071016,663,3
25501016,20071016,685,4
25501016,20071016,846,5
25501016,20071016,48,6
25501101,20071101,0927907,1
25501101,20071101,213,2
25501101,20071101,277,3
25501101,20071101,524,4
25501101,20071101,648,5
25501101,20071101,88,6
25501116,20071116,0562481,1
25501116,20071116,130,2
25501116,20071116,198,3
25501116,20071116,752,4
25501116,20071116,844,5
25501116,20071116,73,6
25501201,20071201,0113410,1
25501201,20071201,418,2
25501201,20071201,485,3
25501201,20071201,627,4
25501201,20071201,659,5
25501201,20071201,18,6
25501216,20071216,0513501,1
25501216,20071216,425,2
25501216,20071216,432,3
25501216,20071216,460,4
25501216,20071216,702,5
25501216,20071216,96,6
25501230,20071230,0595411,1
25501230,20071230,267,2
25501230,20071230,490,3
25501230,20071230,741,4
25501230,20071230,787,5
25501230,20071230,81,6
25510116,20080116,0556010,1
25510116,20080116,413,2
25510116,20080116,548,3
25510116,20080116,942,4
25510116,20080116,965,5
25510116,20080116,81,6
25510201,20080201,0212684,1
25510201,20080201,311,2
25510201,20080201,472,3
25510201,20080201,732,4
25510201,20080201,796,5
25510201,20080201,26,6
25510216,20080216,0137054,1
25510216,20080216,344,2
25510216,20080216,512,3
25510216,20080216,630,4
25510216,20080216,892,5
25510216,20080216,80,6
25510301,20080301,0936685,1
25510301,20080301,056,2
25510301,20080301,085,3
25510301,20080301,371,4
25510301,20080301,691,5
25510301,20080301,05,6
25510316,20080316,0074946,1
25510316,20080316,077,2
25510316,20080316,974,3
25510316,20080316,085,4
25510316,20080316,158,5
25510316,20080316,33,6
25510401,20080401,0012653,1
25510401,20080401,124,2
25510401,20080401,195,3
25510401,20080401,200,4
25510401,20080401,586,5
25510401,20080401,71,6
25510416,20080416,0982800,1
25510416,20080416,802,2
25510416,20080416,584,3
25510416,20080416,043,4
25510416,20080416,008,5
25510416,20080416,64,6
25510502,20080502,0453011,1
25510502,20080502,001,2
25510502,20080502,133,3
25510502,20080502,001,4
25510502,20080502,792,5
25510502,20080502,62,6
25510516,20080516,0329231,1
25510516,20080516,193,2
25510516,20080516,120,3
25510516,20080516,355,4
25510516,20080516,214,5
25510516,20080516,69,6
25510601,20080601,0414875,1
25510601,20080601,370,2
25510601,20080601,666,3
25510601,20080601,747,4
25510601,20080601,916,5
25510601,20080601,35,6
25510616,20080616,0729111,1
25510616,20080616,339,2
25510616,20080616,345,3
25510616,20080616,639,4
25510616,20080616,870,5
25510616,20080616,75,6
25510701,20080701,0943671,1
25510701,20080701,096,2
25510701,20080701,287,3
25510701,20080701,490,4
25510701,20080701,523,5
25510701,20080701,50,6
25510716,20080716,0257374,1
25510716,20080716,344,2
25510716,20080716,401,3
25510716,20080716,486,4
25510716,20080716,576,5
25510716,20080716,41,6
25510801,20080801,0850348,1
25510801,20080801,236,2
25510801,20080801,386,3
25510801,20080801,408,4
25510801,20080801,913,5
25510801,20080801,11,6
25510816,20080816,0380377,1
25510816,20080816,161,2
25510816,20080816,445,3
25510816,20080816,457,4
25510816,20080816,744,5
25510816,20080816,36,6
25510901,20080901,0695993,1
25510901,20080901,027,2
25510901,20080901,206,3
25510901,20080901,413,4
25510901,20080901,904,5
25510901,20080901,09,6
25510916,20080916,0012377,1
25510916,20080916,378,2
25510916,20080916,534,3
25510916,20080916,557,4
25510916,20080916,691,5
25510916,20080916,56,6
25511001,20081001,0882911,1
25511001,20081001,204,2
25511001,20081001,302,3
25511001,20081001,311,4
25511001,20081001,395,5
25511001,20081001,67,6
25511016,20081016,0431277,1
25511016,20081016,324,2
25511016,20081016,526,3
25511016,20081016,644,4
25511016,20081016,648,5
25511016,20081016,98,6
25511101,20081101,0272028,1
25511101,20081101,285,2
25511101,20081101,333,3
25511101,20081101,421,4
25511101,20081101,929,5
25511101,20081101,76,6
25511116,20081116,0002612,1
25511116,20081116,068,2
25511116,20081116,589,3
25511116,20081116,824,4
25511116,20081116,877,5
25511116,20081116,20,6
25511201,20081201,0205434,1
25511201,20081201,013,2
25511201,20081201,260,3
25511201,20081201,617,4
25511201,20081201,957,5
25511201,20081201,05,6
25511216,20081216,0074114,1
25511216,20081216,305,2
25511216,20081216,715,3
25511216,20081216,803,4
25511216,20081216,959,5
25511216,20081216,25,6
25511230,20081230,0218596,1
25511230,20081230,094,2
25511230,20081230,197,3
25511230,20081230,831,4
25511230,20081230,984,5
25511230,20081230,22,6
25520116,20090116,0743212,1
25520116,20090116,266,2
25520116,20090116,800,3
25520116,20090116,842,4
25520116,20090116,885,5
25520116,20090116,25,6
25520201,20090201,0534533,1
25520201,20090201,660,2
25520201,20090201,777,3
25520201,20090201,015,4
25520201,20090201,427,5
25520201,20090201,69,6
25520216,20090216,0038730,1
25520216,20090216,961,2
25520216,20090216,939,3
25520216,20090216,115,4
25520216,20090216,434,5
25520216,20090216,93,6
25520301,20090301,0553091,1
25520301,20090301,224,2
25520301,20090301,238,3
25520301,20090301,665,4
25520301,20090301,295,5
25520301,20090301,67,6
25520316,20090316,0268812,1
25520316,20090316,228,2
25520316,20090316,929,3
25520316,20090316,424,4
25520316,20090316,063,5
25520316,20090316,36,6
25520401,20090401,0816578,1
25520401,20090401,572,2
25520401,20090401,363,3
25520401,20090401,113,4
25520401,20090401,044,5
25520401,20090401,50,6
25520416,20090416,0368415,1
25520416,20090416,954,2
25520416,20090416,179,3
25520416,20090416,007,4
25520416,20090416,570,5
25520416,20090416,33,6
25520502,20090502,0294452,1
25520502,20090502,222,2
25520502,20090502,549,3
25520502,20090502,947,4
25520502,20090502,301,5
25520502,20090502,11,6
25520516,20090516,0111411,1
25520516,20090516,368,2
25520516,20090516,838,3
25520516,20090516,362,4
25520516,20090516,892,5
25520516,20090516,54,6
25520601,20090601,0777661,1
25520601,20090601,242,2
25520601,20090601,097,3
25520601,20090601,240,4
25520601,20090601,642,5
25520601,20090601,26,6
25520616,20090616,0930456,1
25520616,20090616,125,2
25520616,20090616,044,3
25520616,20090616,954,4
25520616,20090616,179,5
25520616,20090616,15,6
25520701,20090701,0207542,1
25520701,20090701,233,2
25520701,20090701,107,3
25520701,20090701,799,4
25520701,20090701,385,5
25520701,20090701,66,6
25520716,20090716,0000816,1
25520716,20090716,005,2
25520716,20090716,177,3
25520716,20090716,356,4
25520716,20090716,836,5
25520716,20090716,94,6
25520801,20090801,0154986,1
25520801,20090801,688,2
25520801,20090801,239,3
25520801,20090801,421,4
25520801,20090801,374,5
25520801,20090801,92,6
25520816,20090816,0462933,1
25520816,20090816,843,2
25520816,20090816,292,3
25520816,20090816,577,4
25520816,20090816,658,5
25520816,20090816,96,6
25520901,20090901,0015865,1
25520901,20090901,435,2
25520901,20090901,447,3
25520901,20090901,446,4
25520901,20090901,924,5
25520901,20090901,32,6
25520916,20090916,0202912,1
25520916,20090916,200,2
25520916,20090916,353,3
25520916,20090916,539,4
25520916,20090916,166,5
25520916,20090916,48,6
25521001,20091001,0169387,1
25521001,20091001,249,2
25521001,20091001,435,3
25521001,20091001,714,4
25521001,20091001,255,5
25521001,20091001,06,6
25521016,20091016,0258487,1
25521016,20091016,174,2
25521016,20091016,135,3
25521016,20091016,226,4
25521016,20091016,122,5
25521016,20091016,00,6
25521101,20091101,0689140,1
25521101,20091101,366,2
25521101,20091101,923,3
25521101,20091101,642,4
25521101,20091101,465,5
25521101,20091101,85,6
25521116,20091116,0055986,1
25521116,20091116,299,2
25521116,20091116,952,3
25521116,20091116,072,4
25521116,20091116,536,5
25521116,20091116,58,6
25521201,20091201,0776980,1
25521201,20091201,937,2
25521201,20091201,188,3
25521201,20091201,412,4
25521201,20091201,252,5
25521201,20091201,59,6
25521216,20091216,0685141,1
25521216,20091216,694,2
25521216,20091216,775,3
25521216,20091216,524,4
25521216,20091216,142,5
25521216,20091216,05,6
25521230,20091230,0994304,1
25521230,20091230,993,2
25521230,20091230,337,3
25521230,20091230,419,4
25521230,20091230,598,5
25521230,20091230,87,6
25530116,20100116,0073577,1
25530116,20100116,413,2
25530116,20100116,459,3
25530116,20100116,781,4
25530116,20100116,646,5
25530116,20100116,67,6
25530201,20100201,0186312,1
25530201,20100201,936,2
25530201,20100201,577,3
25530201,20100201,694,4
25530201,20100201,403,5
25530201,20100201,14,6
25530216,20100216,0133707,1
25530216,20100216,137,2
25530216,20100216,026,3
25530216,20100216,362,4
25530216,20100216,985,5
25530216,20100216,03,6
25530301,20100301,0215227,1
25530301,20100301,457,2
25530301,20100301,627,3
25530301,20100301,374,4
25530301,20100301,470,5
25530301,20100301,97,6
25530316,20100316,0364222,1
25530316,20100316,619,2
25530316,20100316,996,3
25530316,20100316,229,4
25530316,20100316,756,5
25530316,20100316,97,6
25530401,20100401,0959517,1
25530401,20100401,174,2
25530401,20100401,663,3
25530401,20100401,447,4
25530401,20100401,040,5
25530401,20100401,22,6
25530416,20100416,0211743,1
25530416,20100416,811,2
25530416,20100416,744,3
25530416,20100416,154,4
25530416,20100416,285,5
25530416,20100416,96,6
25530502,20100502,0360371,1
25530502,20100502,382,2
25530502,20100502,040,3
25530502,20100502,517,4
25530502,20100502,618,5
25530502,20100502,06,6
25530516,20100516,0480012,1
25530516,20100516,293,2
25530516,20100516,151,3
25530516,20100516,770,4
25530516,20100516,008,5
25530516,20100516,12,6
25530601,20100601,0444874,1
25530601,20100601,374,2
25530601,20100601,298,3
25530601,20100601,996,4
25530601,20100601,673,5
25530601,20100601,81,6
25530616,20100616,0500104,1
25530616,20100616,200,2
25530616,20100616,628,3
25530616,20100616,681,4
25530616,20100616,816,5
25530616,20100616,73,6
25530701,20100701,0480239,1
25530701,20100701,893,2
25530701,20100701,450,3
25530701,20100701,918,4
25530701,20100701,961,5
25530701,20100701,68,6
25530716,20100716,0180387,1
25530716,20100716,309,2
25530716,20100716,219,3
25530716,20100716,572,4
25530716,20100716,024,5
25530716,20100716,34,6
25530801,20100801,0210008,1
25530801,20100801,769,2
25530801,20100801,182,3
25530801,20100801,727,4
25530801,20100801,191,5
25530801,20100801,10,6
25530816,20100816,0911097,1
25530816,20100816,986,2
25530816,20100816,578,3
25530816,20100816,448,4
25530816,20100816,689,5
25530816,20100816,64,6
25530901,20100901,0354656,1
25530901,20100901,784,2
25530901,20100901,570,3
25530901,20100901,656,4
25530901,20100901,096,5
25530901,20100901,11,6
25530916,20100916,0017422,1
25530916,20100916,103,2
25530916,20100916,316,3
25530916,20100916,431,4
25530916,20100916,075,5
25530916,20100916,66,6
25531001,20101001,0488372,1
25531001,20101001,091,2
25531001,20101001,996,3
25531001,20101001,003,4
25531001,20101001,246,5
25531001,20101001,02,6
25531016,20101016,0621377,1
25531016,20101016,310,2
25531016,20101016,518,3
25531016,20101016,385,4
25531016,20101016,872,5
25531016,20101016,42,6
25531101,20101101,0191100,1
25531101,20101101,653,2
25531101,20101101,968,3
25531101,20101101,801,4
25531101,20101101,739,5
25531101,20101101,59,6
25531116,20101116,0813993,1
25531116,20101116,763,2
25531116,20101116,979,3
25531116,20101116,907,4
25531116,20101116,129,5
25531116,20101116,43,6
25531201,20101201,0181752,1
25531201,20101201,664,2
25531201,20101201,470,3
25531201,20101201,474,4
25531201,20101201,086,5
25531201,20101201,09,6
25531216,20101216,0334380,1
25531216,20101216,529,2
25531216,20101216,315,3
25531216,20101216,533,4
25531216,20101216,306,5
25531216,20101216,24,6
25531230,20101230,0884112,1
25531230,20101230,936,2
25531230,20101230,153,3
25531230,20101230,186,4
25531230,20101230,933,5
25531230,20101230,49,6
25540116,20110116,0281062,1
25540116,20110116,227,2
25540116,20110116,185,3
25540116,20110116,758,4
25540116,20110116,546,5
25540116,20110116,23,6
25540201,20110201,0610089,1
25540201,20110201,596,2
25540201,20110201,361,3
25540201,20110201,121,4
25540201,20110201,432,5
25540201,20110201,55,6
25540216,20110216,0481746,1
25540216,20110216,535,2
25540216,20110216,510,3
25540216,20110216,384,4
25540216,20110216,388,5
25540216,20110216,27,6
25540301,20110301,0656037,1
25540301,20110301,544,2
25540301,20110301,357,3
25540301,20110301,926,4
25540301,20110301,396,5
25540301,20110301,97,6
25540316,20110316,0593331,1
25540316,20110316,209,2
25540316,20110316,945,3
25540316,20110316,463,4
25540316,20110316,737,5
25540316,20110316,96,6
25540401,20110401,0814931,1
25540401,20110401,723,2
25540401,20110401,584,3
25540401,20110401,040,4
25540401,20110401,036,5
25540401,20110401,01,6
25540416,20110416,0825988,1
25540416,20110416,263,2
25540416,20110416,213,3
25540416,20110416,397,4
25540416,20110416,593,5
25540416,20110416,44,6
25540502,20110502,0054136,1
25540502,20110502,421,2
25540502,20110502,945,3
25540502,20110502,133,4
25540502,20110502,524,5
25540502,20110502,85,6
25540516,20110516,0406417,1
25540516,20110516,700,2
25540516,20110516,044,3
25540516,20110516,071,4
25540516,20110516,889,5
25540516,20110516,05,6
25540601,20110601,0562370,1
25540601,20110601,656,2
25540601,20110601,346,3
25540601,20110601,801,4
25540601,20110601,556,5
25540601,20110601,46,6
25540616,20110616,0351276,1
25540616,20110616,486,2
25540616,20110616,167,3
25540616,20110616,162,4
25540616,20110616,582,5
25540616,20110616,88,6
25540701,20110701,0622953,1
25540701,20110701,390,2
25540701,20110701,160,3
25540701,20110701,780,4
25540701,20110701,463,5
25540701,20110701,51,6
25540716,20110716,0116556,1
25540716,20110716,227,2
25540716,20110716,052,3
25540716,20110716,534,4
25540716,20110716,609,5
25540716,20110716,12,6
25540801,20110801,0218756,1
25540801,20110801,703,2
25540801,20110801,583,3
25540801,20110801,660,4
25540801,20110801,221,5
25540801,20110801,12,6
25540816,20110816,0536960,1
25540816,20110816,814,2
25540816,20110816,345,3
25540816,20110816,074,4
25540816,20110816,005,5
25540816,20110816,62,6
25540901,20110901,0724533,1
25540901,20110901,847,2
25540901,20110901,021,3
25540901,20110901,533,4
25540901,20110901,821,5
25540901,20110901,85,6
25540916,20110916,0731198,1
25540916,20110916,384,2
25540916,20110916,645,3
25540916,20110916,812,4
25540916,20110916,589,5
25540916,20110916,28,6
25541001,20111001,0511052,1
25541001,20111001,957,2
25541001,20111001,104,3
25541001,20111001,189,4
25541001,20111001,499,5
25541001,20111001,15,6
25541016,20111016,0955756,1
25541016,20111016,991,2
25541016,20111016,057,3
25541016,20111016,329,4
25541016,20111016,507,5
25541016,20111016,83,6
25541101,20111101,0805540,1
25541101,20111101,771,2
25541101,20111101,380,3
25541101,20111101,065,4
25541101,20111101,221,5
25541101,20111101,54,6
25541116,20111116,0997777,1
25541116,20111116,425,2
25541116,20111116,551,3
25541116,20111116,406,4
25541116,20111116,993,5
25541116,20111116,57,6
25541201,20111201,0408147,1
25541201,20111201,922,2
25541201,20111201,253,3
25541201,20111201,857,4
25541201,20111201,739,5
25541201,20111201,02,6
25541216,20111216,0884178,1
25541216,20111216,784,2
25541216,20111216,235,3
25541216,20111216,651,4
25541216,20111216,295,5
25541216,20111216,21,6
25541230,20111230,0526402,1
25541230,20111230,168,2
25541230,20111230,026,3
25541230,20111230,541,4
25541230,20111230,597,5
25541230,20111230,65,6
25550116,20120116,0451445,1
25550116,20120116,328,2
25550116,20120116,150,3
25550116,20120116,941,4
25550116,20120116,639,5
25550116,20120116,81,6
25550201,20120201,0320605,1
25550201,20120201,749,2
25550201,20120201,426,3
25550201,20120201,498,4
25550201,20120201,598,5
25550201,20120201,32,6
25550216,20120216,0648684,1
25550216,20120216,906,2
25550216,20120216,214,3
25550216,20120216,111,4
25550216,20120216,420,5
25550216,20120216,18,6
25550301,20120301,0222518,1
25550301,20120301,295,2
25550301,20120301,135,3
25550301,20120301,711,4
25550301,20120301,199,5
25550301,20120301,79,6
25550316,20120316,0607064,1
25550316,20120316,606,2
25550316,20120316,333,3
25550316,20120316,573,4
25550316,20120316,350,5
25550316,20120316,08,6
25550401,20120401,0257562,1
25550401,20120401,581,2
25550401,20120401,074,3
25550401,20120401,616,4
25550401,20120401,332,5
25550401,20120401,69,6
25550416,20120416,0583470,1
25550416,20120416,216,2
25550416,20120416,088,3
25550416,20120416,722,4
25550416,20120416,754,5
25550416,20120416,62,6
25550502,20120502,0889501,1
25550502,20120502,589,2
25550502,20120502,597,3
25550502,20120502,426,4
25550502,20120502,468,5
25550502,20120502,29,6
25550516,20120516,0814418,1
25550516,20120516,504,2
25550516,20120516,309,3
25550516,20120516,902,4
25550516,20120516,101,5
25550516,20120516,31,6
25550601,20120601,0882727,1
25550601,20120601,606,2
25550601,20120601,576,3
25550601,20120601,895,4
25550601,20120601,399,5
25550601,20120601,38,6
25550616,20120616,0159373,1
25550616,20120616,238,2
25550616,20120616,790,3
25550616,20120616,479,4
25550616,20120616,547,5
25550616,20120616,51,6
25550701,20120701,0915900,1
25550701,20120701,715,2
25550701,20120701,656,3
25550701,20120701,530,4
25550701,20120701,611,5
25550701,20120701,60,6
25550716,20120716,0904050,1
25550716,20120716,897,2
25550716,20120716,224,3
25550716,20120716,159,4
25550716,20120716,042,5
25550716,20120716,11,6
25550801,20120801,0895590,1
25550801,20120801,820,2
25550801,20120801,599,3
25550801,20120801,796,4
25550801,20120801,745,5
25550801,20120801,50,6
25550816,20120816,0683877,1
25550816,20120816,032,2
25550816,20120816,612,3
25550816,20120816,775,4
25550816,20120816,730,5
25550816,20120816,28,6
25550901,20120901,0329997,1
25550901,20120901,736,2
25550901,20120901,598,3
25550901,20120901,148,4
25550901,20120901,639,5
25550901,20120901,07,6
25550916,20120916,0540143,1
25550916,20120916,242,2
25550916,20120916,752,3
25550916,20120916,123,4
25550916,20120916,770,5
25550916,20120916,79,6
25551001,20121001,0124025,1
25551001,20121001,940,2
25551001,20121001,554,3
25551001,20121001,291,4
25551001,20121001,873,5
25551001,20121001,58,6
25551016,20121016,0281343,1
25551016,20121016,152,2
25551016,20121016,089,3
25551016,20121016,396,4
25551016,20121016,868,5
25551016,20121016,28,6
25551101,20121101,0524694,1
25551101,20121101,217,2
25551101,20121101,188,3
25551101,20121101,285,4
25551101,20121101,338,5
25551101,20121101,63,6
25551116,20121116,0639500,1
25551116,20121116,576,2
25551116,20121116,560,3
25551116,20121116,804,4
25551116,20121116,627,5
25551116,20121116,15,6
25551201,20121201,0110443,1
25551201,20121201,434,2
25551201,20121201,553,3
25551201,20121201,489,4
25551201,20121201,303,5
25551201,20121201,43,6
25551216,20121216,0529524,1
25551216,20121216,734,2
25551216,20121216,745,3
25551216,20121216,778,4
25551216,20121216,008,5
25551216,20121216,72,6
25551230,20121230,0302358,1
25551230,20121230,589,2
25551230,20121230,864,3
25551230,20121230,126,4
25551230,20121230,832,5
25551230,20121230,00,6
25560116,20130116,0820981,1
25560116,20130116,555,2
25560116,20130116,196,3
25560116,20130116,374,4
25560116,20130116,334,5
25560116,20130116,08,6
25560201,20130201,0565566,1
25560201,20130201,452,2
25560201,20130201,695,3
25560201,20130201,641,4
25560201,20130201,782,5
25560201,20130201,66,6
25560216,20130216,0368257,1
25560216,20130216,657,2
25560216,20130216,708,3
25560216,20130216,109,4
25560216,20130216,386,5
25560216,20130216,09,6
25560301,20130301,0976241,1
25560301,20130301,972,2
25560301,20130301,721,3
25560301,20130301,133,4
25560301,20130301,775,5
25560301,20130301,37,6
25560316,20130316,0968433,1
25560316,20130316,860,2
25560316,20130316,959,3
25560316,20130316,175,4
25560316,20130316,529,5
25560316,20130316,52,6
25560401,20130401,0571688,1
25560401,20130401,170,2
25560401,20130401,430,3
25560401,20130401,670,4
25560401,20130401,725,5
25560401,20130401,53,6
25560416,20130416,0843846,1
25560416,20130416,834,2
25560416,20130416,862,3
25560416,20130416,906,4
25560416,20130416,828,5
25560416,20130416,86,6
25560502,20130502,0603458,1
25560502,20130502,272,2
25560502,20130502,359,3
25560502,20130502,516,4
25560502,20130502,830,5
25560502,20130502,07,6
25560516,20130516,0687125,1
25560516,20130516,034,2
25560516,20130516,261,3
25560516,20130516,390,4
25560516,20130516,945,5
25560516,20130516,56,6
25560601,20130601,0935489,1
25560601,20130601,480,2
25560601,20130601,713,3
25560601,20130601,716,4
25560601,20130601,768,5
25560601,20130601,90,6
25560616,20130616,0289673,1
25560616,20130616,390,2
25560616,20130616,098,3
25560616,20130616,114,4
25560616,20130616,502,5
25560616,20130616,69,6
25560701,20130701,0646905,1
25560701,20130701,075,2
25560701,20130701,284,3
25560701,20130701,903,4
25560701,20130701,904,5
25560701,20130701,51,6
25560716,20130716,0566996,1
25560716,20130716,352,2
