lottoDateTh,lottoDateEn,drawNumber,drawType
25401016,19971016,125,5
25401016,19971016,98,6
25401101,19971101,0974201,1
25401101,19971101,830,2
25401101,19971101,877,3
25401101,19971101,283,4
25401101,19971101,064,5
25401101,19971101,39,6
25401116,19971116,0875462,1
25401116,19971116,539,2
25401116,19971116,573,3
25401116,19971116,730,4
25401116,19971116,038,5
25401116,19971116,99,6
25401201,19971201,0241559,1
25401201,19971201,392,2
25401201,19971201,982,3
25401201,19971201,677,4
25401201,19971201,168,5
25401201,19971201,86,6
25401216,19971216,0294240,1
25401216,19971216,975,2
25401216,19971216,762,3
25401216,19971216,142,4
25401216,19971216,408,5
25401216,19971216,71,6
25401230,19971230,0675704,1
25401230,19971230,044,2
25401230,19971230,327,3
25401230,19971230,977,4
25401230,19971230,788,5
25401230,19971230,65,6
25410116,19980116,0947195,1
25410116,19980116,425,2
25410116,19980116,185,3
25410116,19980116,833,4
25410116,19980116,792,5
25410116,19980116,34,6
25410201,19980201,0665959,1
25410201,19980201,381,2
25410201,19980201,685,3
25410201,19980201,788,4
25410201,19980201,941,5
25410201,19980201,48,6
25410216,19980216,0612897,1
25410216,19980216,460,2
25410216,19980216,234,3
25410216,19980216,356,4
25410216,19980216,213,5
25410216,19980216,69,6
25410301,19980301,0236864,1
25410301,19980301,867,2
25410301,19980301,285,3
25410301,19980301,127,4
25410301,19980301,562,5
25410301,19980301,74,6
25410316,19980316,0572701,1
25410316,19980316,260,2
25410316,19980316,852,3
25410316,19980316,943,4
25410316,19980316,506,5
25410316,19980316,79,6
25410401,19980401,0496930,1
25410401,19980401,454,2
25410401,19980401,563,3
25410401,19980401,882,4
25410401,19980401,786,5
25410401,19980401,66,6
25410416,19980416,0146573,1
25410416,19980416,202,2
25410416,19980416,153,3
25410416,19980416,705,4
25410416,19980416,664,5
25410416,19980416,17,6
25410502,19980502,0663807,1
25410502,19980502,802,2
25410502,19980502,946,3
25410502,19980502,143,4
25410502,19980502,325,5
25410502,19980502,72,6
25410516,19980516,0840043,1
25410516,19980516,984,2
25410516,19980516,258,3
25410516,19980516,981,4
25410516,19980516,950,5
25410516,19980516,63,6
25410601,19980601,0820088,1
25410601,19980601,014,2
25410601,19980601,649,3
25410601,19980601,781,4
25410601,19980601,530,5
25410601,19980601,67,6
25410616,19980616,0858076,1
25410616,19980616,235,2
25410616,19980616,316,3
25410616,19980616,219,4
25410616,19980616,533,5
25410616,19980616,19,6
25410701,19980701,0595123,1
25410701,19980701,076,2
25410701,19980701,101,3
25410701,19980701,606,4
25410701,19980701,314,5
25410701,19980701,65,6
25410716,19980716,0599991,1
25410716,19980716,012,2
25410716,19980716,401,3
25410716,19980716,904,4
25410716,19980716,935,5
25410716,19980716,52,6
25410801,19980801,0748493,1
25410801,19980801,015,2
25410801,19980801,001,3
25410801,19980801,771,4
25410801,19980801,862,5
25410801,19980801,22,6
25410816,19980816,0081784,1
25410816,19980816,724,2
25410816,19980816,464,3
25410816,19980816,644,4
25410816,19980816,677,5
25410816,19980816,91,6
25410901,19980901,0872795,1
25410901,19980901,316,2
25410901,19980901,042,3
25410901,19980901,551,4
25410901,19980901,060,5
25410901,19980901,96,6
25410916,19980916,0065720,1
25410916,19980916,782,2
25410916,19980916,584,3
25410916,19980916,401,4
25410916,19980916,311,5
25410916,19980916,65,6
25411001,19981001,0987844,1
25411001,19981001,806,2
25411001,19981001,286,3
25411001,19981001,728,4
25411001,19981001,470,5
25411001,19981001,18,6
25411016,19981016,0261080,1
25411016,19981016,461,2
25411016,19981016,935,3
25411016,19981016,755,4
25411016,19981016,695,5
25411016,19981016,74,6
25411101,19981101,0920846,1
25411101,19981101,081,2
25411101,19981101,316,3
25411101,19981101,044,4
25411101,19981101,289,5
25411101,19981101,29,6
25411116,19981116,0270744,1
25411116,19981116,480,2
25411116,19981116,763,3
25411116,19981116,785,4
25411116,19981116,794,5
25411116,19981116,20,6
25411201,19981201,0836569,1
25411201,19981201,115,2
25411201,19981201,075,3
25411201,19981201,944,4
25411201,19981201,200,5
25411201,19981201,58,6
25411216,19981216,0181813,1
25411216,19981216,306,2
25411216,19981216,175,3
25411216,19981216,498,4
25411216,19981216,560,5
25411216,19981216,55,6
25411230,19981230,0464147,1
25411230,19981230,778,2
25411230,19981230,094,3
25411230,19981230,924,4
25411230,19981230,983,5
25411230,19981230,50,6
25420116,19990116,0190611,1
25420116,19990116,186,2
25420116,19990116,543,3
25420116,19990116,854,4
25420116,19990116,976,5
25420116,19990116,13,6
25420201,19990201,0342860,1
25420201,19990201,361,2
25420201,19990201,048,3
25420201,19990201,735,4
25420201,19990201,752,5
25420201,19990201,69,6
25420216,19990216,0307213,1
25420216,19990216,456,2
25420216,19990216,091,3
25420216,19990216,404,4
25420216,19990216,782,5
25420216,19990216,41,6
25420302,19990302,0660214,1
25420302,19990302,645,2
25420302,19990302,612,3
25420302,19990302,927,4
25420302,19990302,479,5
25420302,19990302,58,6
25420316,19990316,0577278,1
25420316,19990316,089,2
25420316,19990316,418,3
25420316,19990316,606,4
25420316,19990316,415,5
25420316,19990316,63,6
25420401,19990401,0479957,1
25420401,19990401,713,2
25420401,19990401,471,3
25420401,19990401,858,4
25420401,19990401,670,5
25420401,19990401,92,6
25420416,19990416,0625094,1
25420416,19990416,394,2
25420416,19990416,432,3
25420416,19990416,067,4
25420416,19990416,859,5
25420416,19990416,35,6
25420502,19990502,0691483,1
25420502,19990502,686,2
25420502,19990502,003,3
25420502,19990502,715,4
25420502,19990502,184,5
25420502,19990502,45,6
25420516,19990516,0618818,1
25420516,19990516,843,2
25420516,19990516,074,3
25420516,19990516,884,4
25420516,19990516,870,5
25420516,19990516,16,6
25420601,19990601,0077626,1
25420601,19990601,606,2
25420601,19990601,177,3
25420601,19990601,951,4
25420601,19990601,340,5
25420601,19990601,08,6
25420616,19990616,0278794,1
25420616,19990616,917,2
25420616,19990616,422,3
25420616,19990616,859,4
25420616,19990616,742,5
25420616,19990616,63,6
25420701,19990701,0386441,1
25420701,19990701,152,2
25420701,19990701,987,3
25420701,19990701,001,4
25420701,19990701,211,5
25420701,19990701,67,6
25420716,19990716,0070416,1
25420716,19990716,138,2
25420716,19990716,349,3
25420716,19990716,343,4
25420716,19990716,004,5
25420716,19990716,03,6
25420801,19990801,0056860,1
25420801,19990801,688,2
25420801,19990801,064,3
25420801,19990801,303,4
25420801,19990801,994,5
25420801,19990801,98,6
25420816,19990816,0340998,1
25420816,19990816,696,2
25420816,19990816,333,3
25420816,19990816,371,4
25420816,19990816,111,5
25420816,19990816,65,6
25420901,19990901,0591344,1
25420901,19990901,261,2
25420901,19990901,237,3
25420901,19990901,275,4
25420901,19990901,861,5
25420901,19990901,33,6
25420916,19990916,0807506,1
25420916,19990916,593,2
25420916,19990916,268,3
25420916,19990916,283,4
25420916,19990916,734,5
25420916,19990916,46,6
25421001,19991001,0830676,1
25421001,19991001,287,2
25421001,19991001,215,3
25421001,19991001,167,4
25421001,19991001,234,5
25421001,19991001,80,6
25421016,19991016,0410227,1
25421016,19991016,468,2
25421016,19991016,304,3
25421016,19991016,750,4
25421016,19991016,467,5
25421016,19991016,28,6
25421101,19991101,0561335,1
25421101,19991101,655,2
25421101,19991101,882,3
25421101,19991101,570,4
25421101,19991101,141,5
25421101,19991101,03,6
25421116,19991116,0764354,1
25421116,19991116,978,2
25421116,19991116,723,3
25421116,19991116,324,4
25421116,19991116,293,5
25421116,19991116,14,6
25421201,19991201,0669281,1
25421201,19991201,952,2
25421201,19991201,896,3
25421201,19991201,999,4
25421201,19991201,999,5
25421201,19991201,79,6
25421216,19991216,0139853,1
25421216,19991216,131,2
25421216,19991216,688,3
25421216,19991216,143,4
25421216,19991216,656,5
25421216,19991216,30,6
25421230,19991230,0051108,1
25421230,19991230,061,2
25421230,19991230,263,3
25421230,19991230,540,4
25421230,19991230,301,5
25421230,19991230,03,6
25430116,20000116,0442183,1
25430116,20000116,540,2
25430116,20000116,950,3
25430116,20000116,269,4
25430116,20000116,847,5
25430116,20000116,82,6
25430201,20000201,0530213,1
25430201,20000201,109,2
25430201,20000201,926,3
25430201,20000201,094,4
25430201,20000201,597,5
25430201,20000201,85,6
25430216,20000216,0729816,1
25430216,20000216,631,2
25430216,20000216,916,3
25430216,20000216,618,4
25430216,20000216,181,5
25430216,20000216,91,6
25430301,20000301,0997833,1
25430301,20000301,817,2
25430301,20000301,250,3
25430301,20000301,627,4
25430301,20000301,416,5
25430301,20000301,63,6
25430316,20000316,0164311,1
25430316,20000316,009,2
25430316,20000316,460,3
25430316,20000316,071,4
25430316,20000316,326,5
25430316,20000316,65,6
25430401,20000401,0963948,1
25430401,20000401,477,2
25430401,20000401,535,3
25430401,20000401,511,4
25430401,20000401,018,5
25430401,20000401,99,6
25430416,20000416,0836777,1
25430416,20000416,950,2
25430416,20000416,273,3
25430416,20000416,131,4
25430416,20000416,362,5
25430416,20000416,63,6
25430502,20000502,0070715,1
25430502,20000502,422,2
25430502,20000502,287,3
25430502,20000502,979,4
25430502,20000502,740,5
25430502,20000502,20,6
25430516,20000516,0009315,1
25430516,20000516,226,2
25430516,20000516,035,3
25430516,20000516,929,4
25430516,20000516,174,5
25430516,20000516,56,6
25430601,20000601,0592761,1
25430601,20000601,716,2
25430601,20000601,705,3
25430601,20000601,981,4
25430601,20000601,810,5
25430601,20000601,16,6
25430616,20000616,0825696,1
25430616,20000616,592,2
25430616,20000616,832,3
25430616,20000616,311,4
25430616,20000616,771,5
25430616,20000616,57,6
25430701,20000701,0674071,1
25430701,20000701,946,2
25430701,20000701,761,3
25430701,20000701,689,4
25430701,20000701,190,5
25430701,20000701,29,6
25430716,20000716,0931342,1
25430716,20000716,397,2
25430716,20000716,237,3
25430716,20000716,739,4
25430716,20000716,656,5
25430716,20000716,43,6
25430801,20000801,0267540,1
25430801,20000801,881,2
25430801,20000801,930,3
25430801,20000801,665,4
25430801,20000801,463,5
25430801,20000801,18,6
25430816,20000816,0459013,1
25430816,20000816,087,2
25430816,20000816,378,3
25430816,20000816,155,4
25430816,20000816,120,5
25430816,20000816,57,6
25430901,20000901,0437367,1
25430901,20000901,952,2
25430901,20000901,290,3
25430901,20000901,365,4
25430901,20000901,474,5
25430901,20000901,52,6
25430916,20000916,0046251,1
25430916,20000916,933,2
25430916,20000916,806,3
25430916,20000916,860,4
25430916,20000916,230,5
25430916,20000916,05,6
25431001,20001001,0290582,1
25431001,20001001,690,2
25431001,20001001,436,3
25431001,20001001,618,4
25431001,20001001,070,5
25431001,20001001,26,6
25431016,20001016,0620662,1
25431016,20001016,276,2
25431016,20001016,607,3
25431016,20001016,133,4
25431016,20001016,372,5
25431016,20001016,39,6
25431101,20001101,0093182,1
25431101,20001101,046,2
25431101,20001101,606,3
25431101,20001101,818,4
25431101,20001101,407,5
25431101,20001101,90,6
25431116,20001116,0565311,1
25431116,20001116,494,2
25431116,20001116,381,3
25431116,20001116,044,4
25431116,20001116,304,5
25431116,20001116,10,6
25431201,20001201,0887956,1
25431201,20001201,454,2
25431201,20001201,664,3
25431201,20001201,170,4
25431201,20001201,933,5
25431201,20001201,56,6
25431216,20001216,0969676,1
25431216,20001216,555,2
25431216,20001216,267,3
25431216,20001216,313,4
25431216,20001216,605,5
25431216,20001216,91,6
25431230,20001230,0119451,1
25431230,20001230,600,2
25431230,20001230,763,3
25431230,20001230,985,4
25431230,20001230,357,5
25431230,20001230,31,6
25440116,20010116,0737016,1
25440116,20010116,358,2
25440116,20010116,515,3
25440116,20010116,778,4
25440116,20010116,035,5
25440116,20010116,36,6
25440201,20010201,0454703,1
25440201,20010201,089,2
25440201,20010201,437,3
25440201,20010201,245,4
25440201,20010201,063,5
25440201,20010201,13,6
25440216,20010216,0621267,1
25440216,20010216,155,2
25440216,20010216,275,3
25440216,20010216,673,4
25440216,20010216,305,5
25440216,20010216,47,6
25440301,20010301,0836537,1
25440301,20010301,356,2
25440301,20010301,147,3
25440301,20010301,292,4
25440301,20010301,380,5
25440301,20010301,85,6
25440316,20010316,0633616,1
25440316,20010316,400,2
25440316,20010316,773,3
25440316,20010316,903,4
25440316,20010316,350,5
25440316,20010316,45,6
25440401,20010401,0640998,1
25440401,20010401,600,2
25440401,20010401,061,3
25440401,20010401,407,4
25440401,20010401,877,5
25440401,20010401,49,6
25440416,20010416,0140843,1
25440416,20010416,031,2
25440416,20010416,952,3
25440416,20010416,800,4
25440416,20010416,378,5
25440416,20010416,28,6
25440502,20010502,0205095,1
25440502,20010502,980,2
25440502,20010502,543,3
25440502,20010502,294,4
25440502,20010502,099,5
25440502,20010502,64,6
25440516,20010516,0091982,1
25440516,20010516,437,2
25440516,20010516,507,3
25440516,20010516,055,4
25440516,20010516,080,5
25440516,20010516,61,6
25440601,20010601,0113311,1
25440601,20010601,490,2
25440601,20010601,983,3
25440601,20010601,310,4
25440601,20010601,920,5
25440601,20010601,80,6
25440616,20010616,0762394,1
25440616,20010616,550,2
25440616,20010616,395,3
25440616,20010616,606,4
25440616,20010616,922,5
25440616,20010616,75,6
25440701,20010701,0107987,1
25440701,20010701,364,2
25440701,20010701,296,3
25440701,20010701,985,4
25440701,20010701,546,5
25440701,20010701,34,6
25440716,20010716,0820715,1
25440716,20010716,250,2
25440716,20010716,171,3
25440716,20010716,282,4
25440716,20010716,767,5
25440716,20010716,50,6
25440801,20010801,0180597,1
25440801,20010801,602,2
25440801,20010801,086,3
25440801,20010801,864,4
25440801,20010801,848,5
25440801,20010801,11,6
25440816,20010816,0690135,1
25440816,20010816,217,2
25440816,20010816,717,3
25440816,20010816,900,4
25440816,20010816,588,5
25440816,20010816,10,6
25440901,20010901,0119067,1
25440901,20010901,145,2
25440901,20010901,294,3
25440901,20010901,218,4
25440901,20010901,532,5
25440901,20010901,14,6
25440916,20010916,0616426,1
25440916,20010916,995,2
25440916,20010916,806,3
25440916,20010916,291,4
25440916,20010916,089,5
25440916,20010916,82,6
25441001,20011001,0104154,1
25441001,20011001,827,2
25441001,20011001,303,3
25441001,20011001,287,4
25441001,20011001,058,5
25441001,20011001,15,6
25441016,20011016,0975005,1
25441016,20011016,070,2
25441016,20011016,626,3
25441016,20011016,110,4
25441016,20011016,670,5
25441016,20011016,48,6
25441101,20011101,0683472,1
25441101,20011101,392,2
25441101,20011101,081,3
25441101,20011101,694,4
25441101,20011101,431,5
25441101,20011101,52,6
25441116,20011116,0685706,1
25441116,20011116,339,2
25441116,20011116,976,3
25441116,20011116,600,4
25441116,20011116,275,5
25441116,20011116,74,6
25441201,20011201,0737022,1
25441201,20011201,713,2
25441201,20011201,461,3
25441201,20011201,773,4
25441201,20011201,925,5
25441201,20011201,49,6
25441216,20011216,0224675,1
25441216,20011216,887,2
25441216,20011216,538,3
25441216,20011216,363,4
25441216,20011216,902,5
25441216,20011216,19,6
25441230,20011230,0729367,1
25441230,20011230,873,2
25441230,20011230,974,3
25441230,20011230,611,4
25441230,20011230,107,5
25441230,20011230,64,6
25450116,20020116,0709670,1
25450116,20020116,895,2
25450116,20020116,116,3
25450116,20020116,434,4
25450116,20020116,109,5
25450116,20020116,14,6
25450201,20020201,0633270,1
25450201,20020201,956,2
25450201,20020201,414,3
25450201,20020201,621,4
25450201,20020201,859,5
25450201,20020201,40,6
25450216,20020216,0330853,1
25450216,20020216,167,2
25450216,20020216,820,3
25450216,20020216,088,4
25450216,20020216,769,5
25450216,20020216,92,6
25450301,20020301,0805590,1
25450301,20020301,748,2
25450301,20020301,715,3
25450301,20020301,434,4
25450301,20020301,856,5
25450301,20020301,55,6
25450316,20020316,0659152,1
25450316,20020316,370,2
25450316,20020316,066,3
25450316,20020316,707,4
25450316,20020316,943,5
25450316,20020316,04,6
25450401,20020401,0990543,1
25450401,20020401,971,2
25450401,20020401,430,3
25450401,20020401,225,4
25450401,20020401,456,5
25450401,20020401,57,6
25450416,20020416,0522630,1
25450416,20020416,586,2
25450416,20020416,949,3
25450416,20020416,997,4
25450416,20020416,085,5
25450416,20020416,37,6
25450502,20020502,0590664,1
25450502,20020502,764,2
25450502,20020502,739,3
25450502,20020502,695,4
25450502,20020502,503,5
25450502,20020502,56,6
25450516,20020516,0598714,1
25450516,20020516,765,2
25450516,20020516,725,3
25450516,20020516,394,4
25450516,20020516,508,5
25450516,20020516,76,6
25450601,20020601,0161149,1
25450601,20020601,879,2
25450601,20020601,643,3
25450601,20020601,328,4
25450601,20020601,485,5
25450601,20020601,02,6
25450616,20020616,0073261,1
25450616,20020616,472,2
25450616,20020616,156,3
25450616,20020616,662,4
25450616,20020616,845,5
25450616,20020616,07,6
25450701,20020701,0481447,1
25450701,20020701,195,2
25450701,20020701,517,3
25450701,20020701,763,4
25450701,20020701,802,5
25450701,20020701,24,6
25450716,20020716,0340264,1
25450716,20020716,304,2
25450716,20020716,632,3
25450716,20020716,539,4
25450716,20020716,034,5
25450716,20020716,69,6
25450801,20020801,0493438,1
25450801,20020801,269,2
25450801,20020801,645,3
25450801,20020801,544,4
25450801,20020801,529,5
25450801,20020801,88,6
25450816,20020816,0120108,1
25450816,20020816,705,2
25450816,20020816,173,3
25450816,20020816,953,4
25450816,20020816,147,5
25450816,20020816,57,6
25450901,20020901,0994200,1
25450901,20020901,126,2
25450901,20020901,799,3
25450901,20020901,046,4
25450901,20020901,395,5
25450901,20020901,51,6
25450916,20020916,0156050,1
25450916,20020916,056,2
25450916,20020916,889,3
25450916,20020916,823,4
25450916,20020916,169,5
25450916,20020916,85,6
25451001,20021001,0802505,1
25451001,20021001,864,2
25451001,20021001,567,3
25451001,20021001,358,4
25451001,20021001,189,5
25451001,20021001,72,6
25451016,20021016,0428641,1
25451016,20021016,150,2
25451016,20021016,401,3
25451016,20021016,244,4
25451016,20021016,177,5
25451016,20021016,51,6
25451101,20021101,0505498,1
25451101,20021101,341,2
25451101,20021101,297,3
25451101,20021101,747,4
25451101,20021101,383,5
25451101,20021101,25,6
25451116,20021116,0915344,1
25451116,20021116,191,2
25451116,20021116,843,3
25451116,20021116,789,4
25451116,20021116,906,5
25451116,20021116,55,6
25451201,20021201,0968422,1
25451201,20021201,298,2
25451201,20021201,088,3
25451201,20021201,337,4
25451201,20021201,809,5
25451201,20021201,37,6
25451216,20021216,0019682,1
25451216,20021216,616,2
25451216,20021216,312,3
25451216,20021216,075,4
25451216,20021216,849,5
25451216,20021216,67,6
25451230,20021230,0895196,1
25451230,20021230,191,2
25451230,20021230,116,3
25451230,20021230,689,4
25451230,20021230,609,5
25451230,20021230,95,6
25460116,20030116,0977085,1
25460116,20030116,441,2
25460116,20030116,535,3
25460116,20030116,519,4
25460116,20030116,262,5
25460116,20030116,06,6
25460201,20030201,0456370,1
25460201,20030201,661,2
25460201,20030201,429,3
25460201,20030201,806,4
25460201,20030201,229,5
25460201,20030201,94,6
25460217,20030217,0455578,1
25460217,20030217,805,2
25460217,20030217,496,3
25460217,20030217,980,4
25460217,20030217,857,5
25460217,20030217,61,6
25460301,20030301,0441022,1
25460301,20030301,322,2
25460301,20030301,026,3
25460301,20030301,707,4
25460301,20030301,628,5
25460301,20030301,42,6
25460316,20030316,0653062,1
25460316,20030316,820,2
25460316,20030316,208,3
25460316,20030316,702,4
25460316,20030316,038,5
25460316,20030316,64,6
25460401,20030401,0933164,1
25460401,20030401,467,2
25460401,20030401,863,3
25460401,20030401,732,4
25460401,20030401,902,5
25460401,20030401,86,6
25460416,20030416,0892525,1
25460416,20030416,933,2
25460416,20030416,906,3
25460416,20030416,796,4
25460416,20030416,823,5
25460416,20030416,21,6
25460502,20030502,0135603,1
25460502,20030502,498,2
25460502,20030502,870,3
25460502,20030502,386,4
25460502,20030502,522,5
25460502,20030502,12,6
25460516,20030516,0552784,1
25460516,20030516,608,2
25460516,20030516,048,3
25460516,20030516,699,4
25460516,20030516,362,5
25460516,20030516,20,6
25460601,20030601,0766066,1
25460601,20030601,083,2
25460601,20030601,523,3
25460601,20030601,354,4
25460601,20030601,686,5
25460601,20030601,36,6
25460616,20030616,0389872,1
25460616,20030616,605,2
25460616,20030616,995,3
25460616,20030616,922,4
25460616,20030616,006,5
25460616,20030616,29,6
25460701,20030701,0461414,1
25460701,20030701,151,2
25460701,20030701,878,3
25460701,20030701,395,4
25460701,20030701,282,5
25460701,20030701,91,6
25460716,20030716,0679545,1
25460716,20030716,049,2
25460716,20030716,589,3
25460716,20030716,281,4
25460716,20030716,363,5
25460716,20030716,75,6
25460801,20030801,0766098,1
25460801,20030801,733,2
25460801,20030801,856,3
25460801,20030801,007,4
25460801,20030801,460,5
25460801,20030801,91,6
25460816,20030816,0354771,1
25460816,20030816,496,2
25460816,20030816,271,3
25460816,20030816,206,4
25460816,20030816,624,5
25460816,20030816,00,6
25460901,20030901,0187813,1
25460901,20030901,661,2
25460901,20030901,918,3
25460901,20030901,793,4
25460901,20030901,249,5
25460901,20030901,92,6
25460916,20030916,0600589,1
25460916,20030916,909,2
25460916,20030916,356,3
25460916,20030916,996,4
25460916,20030916,494,5
25460916,20030916,53,6
25461001,20031001,0912040,1
25461001,20031001,407,2
25461001,20031001,100,3
25461001,20031001,379,4
25461001,20031001,563,5
25461001,20031001,43,6
25461016,20031016,0305500,1
25461016,20031016,109,2
25461016,20031016,012,3
25461016,20031016,084,4
25461016,20031016,470,5
25461016,20031016,03,6
25461101,20031101,0941438,1
25461101,20031101,866,2
25461101,20031101,156,3
25461101,20031101,216,4
25461101,20031101,264,5
25461101,20031101,47,6
25461116,20031116,0238511,1
25461116,20031116,155,2
25461116,20031116,767,3
25461116,20031116,594,4
25461116,20031116,474,5
25461116,20031116,68,6
25461201,20031201,0991307,1
25461201,20031201,945,2
25461201,20031201,719,3
25461201,20031201,559,4
25461201,20031201,217,5
25461201,20031201,78,6
25461216,20031216,0177947,1
25461216,20031216,676,2
25461216,20031216,847,3
25461216,20031216,735,4
25461216,20031216,571,5
25461216,20031216,87,6
25461230,20031230,0739447,1
25461230,20031230,654,2
25461230,20031230,435,3
25461230,20031230,743,4
25461230,20031230,216,5
25461230,20031230,64,6
25470116,20040116,0731342,1
25470116,20040116,025,2
25470116,20040116,357,3
25470116,20040116,926,4
25470116,20040116,391,5
25470116,20040116,96,6
25470201,20040201,0216822,1
25470201,20040201,361,2
25470201,20040201,242,3
25470201,20040201,769,4
25470201,20040201,765,5
25470201,20040201,77,6
25470216,20040216,0698002,1
25470216,20040216,877,2
25470216,20040216,309,3
25470216,20040216,798,4
25470216,20040216,072,5
25470216,20040216,00,6
25470301,20040301,0697483,1
25470301,20040301,610,2
25470301,20040301,510,3
25470301,20040301,759,4
25470301,20040301,206,5
25470301,20040301,50,6
25470316,20040316,0615366,1
25470316,20040316,779,2
25470316,20040316,094,3
25470316,20040316,478,4
25470316,20040316,830,5
25470316,20040316,69,6
25470401,20040401,0196391,1
25470401,20040401,808,2
25470401,20040401,918,3
25470401,20040401,257,4
25470401,20040401,851,5
25470401,20040401,62,6
25470416,20040416,0705832,1
25470416,20040416,008,2
25470416,20040416,966,3
25470416,20040416,634,4
25470416,20040416,721,5
25470416,20040416,12,6
25470502,20040502,0653403,1
25470502,20040502,385,2
25470502,20040502,550,3
25470502,20040502,822,4
25470502,20040502,101,5
25470502,20040502,91,6
25470516,20040516,0589207,1
25470516,20040516,492,2
25470516,20040516,992,3
25470516,20040516,526,4
25470516,20040516,253,5
25470516,20040516,13,6
25470601,20040601,0614144,1
25470601,20040601,990,2
25470601,20040601,776,3
25470601,20040601,425,4
25470601,20040601,992,5
25470601,20040601,72,6
25470616,20040616,0208713,1
25470616,20040616,414,2
25470616,20040616,911,3
25470616,20040616,459,4
25470616,20040616,986,5
25470616,20040616,87,6
25470701,20040701,0312471,1
25470701,20040701,313,2
25470701,20040701,598,3
25470701,20040701,664,4
25470701,20040701,261,5
25470701,20040701,66,6
25470716,20040716,0205588,1
25470716,20040716,696,2
25470716,20040716,726,3
25470716,20040716,461,4
25470716,20040716,154,5
25470716,20040716,25,6
25470802,20040802,0868990,1
25470802,20040802,956,2
25470802,20040802,811,3
25470802,20040802,510,4
25470802,20040802,377,5
25470802,20040802,45,6
25470816,20040816,0335921,1
25470816,20040816,114,2
25470816,20040816,082,3
25470816,20040816,559,4
25470816,20040816,288,5
25470816,20040816,59,6
25470901,20040901,0096597,1
25470901,20040901,709,2
25470901,20040901,929,3
25470901,20040901,014,4
25470901,20040901,456,5
25470901,20040901,70,6
25470916,20040916,0923373,1
25470916,20040916,295,2
25470916,20040916,888,3
25470916,20040916,774,4
25470916,20040916,867,5
25470916,20040916,59,6
25471001,20041001,0110866,1
25471001,20041001,200,2
25471001,20041001,547,3
25471001,20041001,781,4
25471001,20041001,806,5
25471001,20041001,66,6
25471016,20041016,0355858,1
25471016,20041016,162,2
25471016,20041016,200,3
25471016,20041016,438,4
25471016,20041016,890,5
25471016,20041016,62,6
25471101,20041101,0185966,1
25471101,20041101,862,2
25471101,20041101,137,3
25471101,20041101,745,4
25471101,20041101,661,5
25471101,20041101,23,6
25471116,20041116,0754622,1
25471116,20041116,918,2
25471116,20041116,019,3
25471116,20041116,744,4
25471116,20041116,904,5
25471116,20041116,64,6
25471201,20041201,0504658,1
25471201,20041201,139,2
25471201,20041201,014,3
25471201,20041201,984,4
25471201,20041201,691,5
25471201,20041201,69,6
25471216,20041216,0479372,1
25471216,20041216,288,2
25471216,20041216,075,3
25471216,20041216,999,4
25471216,20041216,183,5
25471216,20041216,17,6
25471230,20041230,0168858,1
25471230,20041230,221,2
25471230,20041230,603,3
25471230,20041230,627,4
25471230,20041230,179,5
25471230,20041230,28,6
25480116,20050116,0335022,1
25480116,20050116,689,2
25480116,20050116,291,3
25480116,20050116,039,4
25480116,20050116,479,5
25480116,20050116,08,6
25480201,20050201,0540054,1
25480201,20050201,389,2
25480201,20050201,180,3
25480201,20050201,863,4
25480201,20050201,571,5
25480201,20050201,34,6
25480216,20050216,0816422,1
25480216,20050216,086,2
25480216,20050216,356,3
25480216,20050216,192,4
25480216,20050216,065,5
25480216,20050216,53,6
25480301,20050301,0800751,1
25480301,20050301,681,2
25480301,20050301,714,3
25480301,20050301,998,4
25480301,20050301,669,5
25480301,20050301,93,6
25480316,20050316,0196345,1
25480316,20050316,073,2
25480316,20050316,601,3
25480316,20050316,783,4
25480316,20050316,394,5
25480316,20050316,03,6
25480401,20050401,0815753,1
25480401,20050401,482,2
25480401,20050401,381,3
25480401,20050401,224,4
25480401,20050401,807,5
25480401,20050401,69,6
25480416,20050416,0119327,1
25480416,20050416,081,2
25480416,20050416,968,3
25480416,20050416,346,4
25480416,20050416,627,5
25480416,20050416,10,6
25480502,20050502,0772467,1
25480502,20050502,017,2
25480502,20050502,383,3
25480502,20050502,815,4
25480502,20050502,073,5
25480502,20050502,43,6
25480516,20050516,0867134,1
25480516,20050516,376,2
25480516,20050516,648,3
25480516,20050516,465,4
25480516,20050516,693,5
25480516,20050516,97,6
25480601,20050601,0176893,1
25480601,20050601,176,2
25480601,20050601,579,3
25480601,20050601,616,4
25480601,20050601,405,5
25480601,20050601,35,6
25480616,20050616,0793070,1
25480616,20050616,806,2
25480616,20050616,021,3
25480616,20050616,074,4
25480616,20050616,605,5
25480616,20050616,44,6
25480701,20050701,0009554,1
25480701,20050701,798,2
25480701,20050701,427,3
25480701,20050701,641,4
25480701,20050701,244,5
25480701,20050701,87,6
25480716,20050716,0477452,1
25480716,20050716,757,2
25480716,20050716,150,3
25480716,20050716,460,4
25480716,20050716,642,5
25480716,20050716,13,6
25480801,20050801,0961633,1
25480801,20050801,055,2
25480801,20050801,152,3
25480801,20050801,386,4
25480801,20050801,272,5
25480801,20050801,26,6
25480816,20050816,0475560,1
25480816,20050816,272,2
25480816,20050816,844,3
25480816,20050816,103,4
25480816,20050816,915,5
25480816,20050816,68,6
25480901,20050901,0316933,1
25480901,20050901,123,2
25480901,20050901,338,3
